16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,2,2,2
15,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,2,2,2
15,11,11,10,10,10,10,10,10,10,10,10,10,10,10,4,5,10,10,10,15,2,2,2
15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,19,13,13,13
15,10,10,10,10,10,10,10,10,10,22,22,22,22,10,10,10,5,10,10,10,10,10,12
15,10,10,10,4,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,12
15,10,10,10,10,10,10,10,10,10,5,5,10,10,10,10,10,10,10,10,10,10,10,12
15,10,10,10,10,10,10,10,10,10,9,10,5,5,10,10,10,10,10,10,10,10,10,12
15,10,10,10,10,10,10,10,10,10,22,22,22,22,10,10,10,10,10,10,10,10,10,12
15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,12
15,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,10,12
15,10,10,10,10,10,10,5,5,10,10,10,10,10,10,10,10,5,10,4,6,4,10,12
15,10,10,10,10,10,10,5,5,10,9,9,9,9,10,10,6,6,10,4,4,4,10,12
15,10,10,10,10,10,10,10,10,10,16,14,14,17,10,10,6,6,10,10,10,10,10,12
15,10,10,10,10,10,10,4,10,10,19,13,13,18,10,10,10,10,10,10,11,11,10,12
15,10,10,10,10,10,10,10,10,10,22,22,22,22,10,10,10,10,10,10,11,10,10,12
15,10,10,10,5,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,4,10,12
15,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12
15,10,10,10,10,10,5,5,10,10,10,10,10,10,10,10,10,10,4,10,10,10,10,12
15,10,10,10,10,10,10,10,10,10,22,22,22,22,10,10,10,10,10,10,10,10,10,12
15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12
15,10,10,10,10,10,4,10,10,10,10,10,10,10,5,4,10,10,10,10,10,8,8,12
15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,12
19,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,18
