16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,2,2,2,2,2,2,2
15,4,10,10,10,10,10,10,7,7,7,7,7,7,7,9,15,2,2,2,2,2,2,2
15,4,10,10,10,10,6,7,10,10,10,10,10,10,10,9,15,2,0,2,2,2,2,2
15,10,6,10,10,7,7,7,7,7,7,7,7,7,7,9,15,0,2,1,2,2,2,2
15,10,10,10,7,10,7,7,7,7,7,10,10,7,7,7,19,13,13,13,13,13,13,13
15,10,10,10,7,10,10,7,10,7,7,7,7,7,10,7,21,23,7,7,7,10,10,12
15,10,10,10,7,10,10,6,7,7,6,7,7,7,7,7,21,23,10,7,7,10,10,12
15,10,10,10,5,7,7,6,6,7,7,7,7,5,7,7,21,23,7,7,10,5,5,12
15,10,7,10,10,7,7,7,7,7,7,7,10,7,7,5,21,23,10,7,10,5,5,12
15,10,10,7,10,7,7,7,5,7,7,10,7,5,7,5,21,23,10,10,10,5,5,12
15,10,7,7,10,7,7,7,22,22,7,7,7,7,22,22,7,7,10,7,10,10,10,12
15,10,7,10,5,7,7,7,7,7,21,9,9,23,7,7,11,7,7,7,7,10,10,12
15,10,7,10,10,10,7,7,7,7,21,9,9,23,7,7,7,11,7,10,10,10,10,12
15,7,7,10,10,10,10,10,7,7,7,22,22,7,7,7,7,7,7,10,8,6,10,12
15,10,7,10,6,10,5,10,7,7,16,14,14,17,7,7,7,7,7,10,6,8,10,12
15,10,7,7,10,10,10,10,6,7,15,2,2,12,10,10,10,7,10,7,10,10,10,12
15,10,10,10,10,10,5,10,7,7,15,2,2,12,10,10,7,7,10,7,10,10,10,12
15,10,10,10,10,10,10,16,14,14,15,2,2,12,14,14,17,10,10,10,10,10,10,12
15,9,10,10,10,10,10,19,13,13,15,3,3,12,13,13,18,10,10,10,6,10,9,12
15,10,10,10,6,10,10,10,10,10,19,13,13,18,10,10,10,10,10,10,10,10,10,12
15,10,10,10,6,10,10,10,10,10,10,4,4,10,10,7,10,10,7,10,10,10,10,12
15,9,4,10,10,10,10,6,10,10,10,7,7,7,7,7,7,10,6,10,10,10,5,12
15,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12
19,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,18
